#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Pkinase              PF00069.24 AALA_11254           -            5.2e-45  153.8   0.0   7.5e-45  153.2   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AALA_11254           -            2.1e-39  135.3   0.0   4.1e-39  134.3   0.0   1.5   1   1   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  AALA_11254           -            3.4e-17   61.8  16.8   1.1e-05   25.0   6.2   4.6   3   1   3   6   6   0   0 Leucine rich repeat
LRR_4                PF12799.6  AALA_11254           -            1.8e-08   34.4  21.3      0.16   12.3   1.5   5.4   1   1   2   5   5   0   0 Leucine Rich repeats (2 copies)
LRR_1                PF00560.32 AALA_11254           -            3.1e-07   29.9  25.9       1.3    9.7   2.0   8.5   8   0   0   8   8   1   1 Leucine Rich Repeat
Pkinase              PF00069.24 AAXJ_57145           -            8.4e-43  146.5   0.0   1.2e-42  146.1   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AAXJ_57145           -            3.2e-37  128.1   0.0   4.9e-37  127.5   0.0   1.3   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  AAXJ_57145           -            7.9e-26   89.5  61.6   8.7e-08   31.7   1.1   9.6   3   2   8  11  11   1   1 Leucine rich repeat
LRR_4                PF12799.6  AAXJ_57145           -              3e-21   75.0  59.4   3.9e-06   27.0   0.4  10.4   4   3   7  13  13   0   0 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 AAXJ_57145           -              5e-12   45.8   0.6   1.2e-11   44.6   0.6   1.7   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
LRR_1                PF00560.32 AAXJ_57145           -            9.1e-09   34.5  62.0     0.023   15.0   0.2  15.7  17   1   1  18  18   2   2 Leucine Rich Repeat
LRR_6                PF13516.5  AAXJ_57145           -            2.1e-07   30.3  38.9     0.079   13.0   0.2  10.9  10   0   0  10  10   2   2 Leucine Rich repeat
Pkinase              PF00069.24 ABCD_7371            -            5.8e-49  166.7   0.0   7.2e-49  166.4   0.0   1.1   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ABCD_7371            -            1.7e-47  161.8   0.0   2.9e-47  161.1   0.0   1.4   1   1   0   1   1   1   1 Protein tyrosine kinase
Pkinase              PF00069.24 ABEH_17081           -            6.4e-45  153.5   0.0   1.3e-44  152.5   0.0   1.5   1   1   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ABEH_17081           -            1.6e-39  135.7   0.0     3e-39  134.8   0.0   1.4   1   1   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ABEH_17081           -            2.8e-20   71.7  32.8   2.4e-09   36.7   3.8   6.3   3   2   0   5   5   1   1 Leucine rich repeat
LRR_4                PF12799.6  ABEH_17081           -            8.3e-16   57.7  39.3   0.00083   19.6   0.2   7.8   6   1   2   8   8   0   0 Leucine Rich repeats (2 copies)
Pkinase              PF00069.24 ABIJ_6031            -            1.3e-40  139.4   0.0   1.8e-40  138.9   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ABIJ_6031            -            5.9e-38  130.5   0.0   8.7e-38  130.0   0.0   1.3   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ABIJ_6031            -            1.8e-34  117.2  49.3   4.7e-09   35.8   5.9   9.8   6   3   4  10  10   1   1 Leucine rich repeat
LRR_4                PF12799.6  ABIJ_6031            -            1.7e-26   91.7  55.5   5.7e-05   23.3   3.8  11.9   5   3   4  11  11   0   0 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 ABIJ_6031            -            6.3e-11   42.3   1.7     2e-10   40.6   1.7   2.0   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
LRR_1                PF00560.32 ABIJ_6031            -              1e-05   25.2  60.4       7.4    7.4   0.5  17.2  18   3   0  18  18   0   0 Leucine Rich Repeat
Pkinase              PF00069.24 ABSS_74747           -            5.5e-46  157.0   0.0   7.3e-46  156.6   0.0   1.1   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ABSS_74747           -            3.9e-45  154.1   0.0   5.3e-45  153.6   0.0   1.2   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ABSS_74747           -            2.6e-38  129.5  44.4   1.2e-05   24.8   2.5   9.8   7   2   1  10  10   0   0 Leucine rich repeat
LRR_4                PF12799.6  ABSS_74747           -            4.7e-31  106.1  45.9   9.4e-05   22.6   0.0  12.9   6   5   4  12  12   0   0 Leucine Rich repeats (2 copies)
LRR_1                PF00560.32 ABSS_74747           -            1.6e-12   46.0  41.3       1.3    9.7   0.1  17.1  17   1   0  17  17   1   1 Leucine Rich Repeat
LRRNT_2              PF08263.11 ABSS_74747           -            8.6e-11   41.8   1.7   2.1e-10   40.6   1.7   1.6   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
Pkinase              PF00069.24 ACFP_2332            -            1.3e-44  152.5   0.0     1e-43  149.5   0.0   2.0   1   1   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ACFP_2332            -              2e-39  135.3   0.0   3.3e-39  134.7   0.0   1.3   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ACFP_2332            -            4.3e-29  100.0  44.5     2e-05   24.2   9.8   8.7   4   2   6  11  11   0   0 Leucine rich repeat
LRR_4                PF12799.6  ACFP_2332            -            1.2e-24   85.8  46.6   0.00022   21.4   7.6  11.2   4   3   5  12  12   0   0 Leucine Rich repeats (2 copies)
LRR_1                PF00560.32 ACFP_2332            -            9.9e-10   37.4  39.7       2.9    8.7   0.0  14.2  15   1   1  16  16   0   0 Leucine Rich Repeat
LRRNT_2              PF08263.11 ACFP_2332            -            7.1e-09   35.7   2.5   9.7e-09   35.3   0.9   2.1   2   0   0   2   2   1   1 Leucine rich repeat N-terminal domain
LRR_8                PF13855.5  ACRY_272             -            1.3e-46  156.0  30.8   1.4e-08   34.3   3.6   8.4   5   2   2   8   8   3   3 Leucine rich repeat
LRR_4                PF12799.6  ACRY_272             -            1.9e-32  110.6  40.5   0.00025   21.2   0.6  11.3   7   4   1  10  10   0   0 Leucine Rich repeats (2 copies)
LRR_9                PF14580.5  ACRY_272             -            2.3e-11   43.4   9.2   4.2e-08   32.8   1.2   4.7   4   1   1   5   5   1   1 Leucine-rich repeat
LRR_1                PF00560.32 ACRY_272             -            6.9e-10   37.9  28.1       1.9    9.2   0.0  14.0  17   0   0  17  17   0   0 Leucine Rich Repeat
Pkinase              PF00069.24 ACWS_394             -            5.4e-44  150.4   0.0   7.3e-44  150.0   0.0   1.1   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ACWS_394             -            3.8e-41  141.0   0.0   5.1e-41  140.6   0.0   1.2   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ACWS_394             -            2.7e-37  126.3  53.1   2.5e-07   30.3   0.9  10.1   5   2   6  12  12   2   2 Leucine rich repeat
LRR_4                PF12799.6  ACWS_394             -            3.8e-27   93.7  58.8     5e-06   26.6   0.5  12.1   4   2   9  14  14   0   0 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 ACWS_394             -            1.3e-11   44.5   3.4   1.7e-11   44.1   1.7   2.1   2   0   0   2   2   1   1 Leucine rich repeat N-terminal domain
LRR_1                PF00560.32 ACWS_394             -            2.9e-06   26.9  56.0     0.094   13.2   0.0  16.6  18   1   0  18  18   1   1 Leucine Rich Repeat
Pkinase              PF00069.24 ACYX_12185           -              1e-48  165.9   0.0   1.5e-48  165.4   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ACYX_12185           -            2.5e-43  148.2   0.0   3.6e-43  147.6   0.0   1.2   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ACYX_12185           -            6.7e-36  121.8  50.9   1.4e-09   37.5   6.8   8.7   3   1   6  10  10   1   1 Leucine rich repeat
LRR_4                PF12799.6  ACYX_12185           -            3.8e-28   96.9  55.2    0.0013   19.0   6.8  11.8   3   3   9  14  14   0   0 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 ACYX_12185           -            2.4e-11   43.6   0.4   7.6e-11   42.0   0.4   1.9   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
LRR_1                PF00560.32 ACYX_12185           -            1.1e-10   40.3  49.0       2.6    8.8   0.0  16.8  16   3   3  19  19   0   0 Leucine Rich Repeat
Pkinase              PF00069.24 ADHK_15212           -              8e-42  143.3   0.0   1.1e-41  142.9   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 ADHK_15212           -            4.6e-38  130.9   0.0   6.8e-38  130.3   0.0   1.3   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  ADHK_15212           -            1.9e-32  110.7  65.6   1.3e-07   31.2  10.1   9.6   5   3   5  10  10   2   2 Leucine rich repeat
LRR_4                PF12799.6  ADHK_15212           -            4.8e-29   99.7  65.4   2.8e-07   30.6   3.3  10.8   7   1   4  12  12   1   1 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 ADHK_15212           -            5.9e-12   45.6   0.2   1.5e-11   44.3   0.2   1.8   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
LRR_1                PF00560.32 ADHK_15212           -            1.1e-11   43.3  67.0     0.074   13.5   0.0  17.5  20   1   0  20  20   2   2 Leucine Rich Repeat
Pkinase              PF00069.24 AEKF_12355           -            5.3e-44  150.5   0.0     7e-44  150.1   0.0   1.2   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AEKF_12355           -            5.5e-44  150.3   0.0   1.1e-43  149.4   0.0   1.4   2   0   0   2   2   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  AEKF_12355           -            3.9e-26   90.5  32.5     1e-07   31.5   0.6   7.4   5   2   3   8   8   1   1 Leucine rich repeat
LRR_4                PF12799.6  AEKF_12355           -            1.5e-17   63.3  38.4     0.015   15.6   0.1   8.9   3   2   6  10  10   0   0 Leucine Rich repeats (2 copies)
LRR_1                PF00560.32 AEKF_12355           -            1.8e-08   33.6  22.3       7.1    7.5   0.1  11.5  12   1   0  12  12   0   0 Leucine Rich Repeat
Pkinase              PF00069.24 AEPI_12307           -            3.9e-42  144.3   0.0   5.4e-42  143.9   0.0   1.1   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AEPI_12307           -              1e-38  133.1   0.0   1.3e-38  132.7   0.0   1.1   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  AEPI_12307           -            4.4e-37  125.6  70.4   1.2e-08   34.5   6.8   9.6   6   3   4  10  10   1   1 Leucine rich repeat
LRR_4                PF12799.6  AEPI_12307           -              7e-22   77.0  78.5   8.2e-06   26.0   0.9  12.7   6   5  10  16  16   0   0 Leucine Rich repeats (2 copies)
LRR_1                PF00560.32 AEPI_12307           -            1.5e-11   43.0  75.3      0.57   10.8   0.1  18.9  19   1   1  20  20   2   2 Leucine Rich Repeat
LRRNT_2              PF08263.11 AEPI_12307           -            1.4e-10   41.2   0.8   3.2e-10   40.0   0.8   1.7   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
Pkinase              PF00069.24 AEXY_153940          -            4.1e-69  232.8   0.6   7.3e-68  228.7   0.6   1.9   1   1   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AEXY_153940          -            3.7e-52  177.1   0.0   4.5e-52  176.8   0.0   1.0   1   0   0   1   1   1   1 Protein tyrosine kinase
Kinase-like          PF14531.5  AEXY_153940          -            7.5e-07   28.6   0.0   9.9e-07   28.2   0.0   1.4   1   1   0   1   1   1   1 Kinase-like
Pkinase              PF00069.24 AFLV_3523            -            3.5e-44  151.0   0.0   4.9e-44  150.6   0.0   1.1   1   0   0   1   1   1   1 Protein kinase domain
Pkinase_Tyr          PF07714.16 AFLV_3523            -            2.1e-40  138.5   0.0     3e-40  138.1   0.0   1.2   1   0   0   1   1   1   1 Protein tyrosine kinase
LRR_8                PF13855.5  AFLV_3523            -            2.8e-37  126.2  57.9   5.4e-10   38.8   4.1   8.8   6   3   1   8   8   3   3 Leucine rich repeat
LRR_4                PF12799.6  AFLV_3523            -            2.2e-26   91.3  59.6   9.8e-06   25.7   3.2  12.2   6   4   7  14  14   0   0 Leucine Rich repeats (2 copies)
LRRNT_2              PF08263.11 AFLV_3523            -            1.7e-12   47.3   0.6   3.9e-12   46.1   0.6   1.7   1   0   0   1   1   1   1 Leucine rich repeat N-terminal domain
